item_id,order_id,product_id,quantity,unit_price_idr,subtotal_idr
ITM000111,ORD000066,PRD280,1,229000,229000
ITM000112,ORD000067,PRD016,1,89000,89000
ITM000113,ORD000067,PRD043,2,149000,298000
ITM000114,ORD000068,PRD014,1,449000,449000
ITM000115,ORD000069,PRD296,1,149000,149000
ITM000116,ORD000070,PRD023,1,149000,149000
ITM000117,ORD000071,PRD212,1,499000,499000
ITM000118,ORD000072,PRD209,1,249000,249000
ITM000119,ORD000073,PRD270,1,349000,349000
ITM000120,ORD000073,PRD095,1,89000,89000
ITM000121,ORD000073,PRD065,1,249000,249000
ITM000122,ORD000074,PRD281,1,149000,149000
ITM000123,ORD000074,PRD243,2,279000,558000
ITM000124,ORD000075,PRD152,1,59000,59000
ITM000125,ORD000075,PRD088,1,199000,199000
ITM000126,ORD000076,PRD221,1,119000,119000
ITM000127,ORD000076,PRD110,2,199000,398000
ITM000128,ORD000076,PRD054,1,549000,549000
ITM000129,ORD000077,PRD118,1,349000,349000
ITM000130,ORD000078,PRD272,2,249000,498000
ITM000131,ORD000078,PRD259,1,599000,599000
ITM000132,ORD000079,PRD032,1,99000,99000
ITM000133,ORD000079,PRD175,1,279000,279000
ITM000134,ORD000079,PRD020,3,59000,177000
ITM000135,ORD000080,PRD073,2,79000,158000
ITM000136,ORD000081,PRD069,1,229000,229000
ITM000137,ORD000082,PRD237,3,199000,597000
ITM000138,ORD000083,PRD172,1,59000,59000
ITM000139,ORD000083,PRD213,1,199000,199000
ITM000140,ORD000084,PRD213,2,199000,398000
ITM000141,ORD000085,PRD270,1,349000,349000
ITM000142,ORD000085,PRD295,1,229000,229000
ITM000143,ORD000086,PRD259,1,599000,599000
ITM000144,ORD000087,PRD011,1,149000,149000
ITM000145,ORD000087,PRD173,2,249000,498000
ITM000146,ORD000088,PRD029,1,499000,499000
ITM000147,ORD000088,PRD267,1,59000,59000
ITM000148,ORD000088,PRD105,1,199000,199000
ITM000149,ORD000089,PRD131,1,99000,99000
ITM000150,ORD000089,PRD175,2,279000,558000
ITM000151,ORD000090,PRD269,1,329000,329000
ITM000152,ORD000090,PRD136,3,119000,357000
ITM000153,ORD000091,PRD271,1,129000,129000
ITM000154,ORD000091,PRD070,1,349000,349000
ITM000155,ORD000092,PRD290,1,279000,279000
ITM000156,ORD000092,PRD298,2,279000,558000
ITM000157,ORD000093,PRD294,2,229000,458000
ITM000158,ORD000093,PRD193,1,179000,179000
ITM000159,ORD000094,PRD075,2,499000,998000
ITM000160,ORD000094,PRD275,1,329000,329000
ITM000161,ORD000095,PRD100,2,79000,158000
ITM000162,ORD000095,PRD090,1,49000,49000
ITM000163,ORD000096,PRD286,1,49000,49000
ITM000164,ORD000096,PRD243,1,279000,279000
ITM000165,ORD000097,PRD113,1,499000,499000
ITM000166,ORD000098,PRD177,2,449000,898000
ITM000167,ORD000098,PRD209,1,249000,249000
ITM000168,ORD000099,PRD282,1,149000,149000
ITM000169,ORD000100,PRD161,1,179000,179000
ITM000170,ORD000100,PRD293,2,249000,498000
ITM000171,ORD000101,PRD085,1,129000,129000
ITM000172,ORD000101,PRD245,1,129000,129000
ITM000173,ORD000101,PRD115,1,399000,399000
ITM000174,ORD000102,PRD014,2,449000,898000
ITM000175,ORD000102,PRD025,1,59000,59000
ITM000176,ORD000103,PRD299,1,399000,399000
ITM000177,ORD000103,PRD227,1,99000,99000
ITM000178,ORD000104,PRD072,1,129000,129000
ITM000179,ORD000104,PRD207,1,199000,199000
ITM000180,ORD000104,PRD211,1,329000,329000
ITM000181,ORD000105,PRD035,1,399000,399000
ITM000182,ORD000105,PRD135,2,149000,298000
ITM000183,ORD000106,PRD088,1,199000,199000
ITM000184,ORD000107,PRD041,1,199000,199000
ITM000185,ORD000107,PRD084,1,69000,69000
ITM000186,ORD000108,PRD230,1,129000,129000
ITM000187,ORD000109,PRD262,1,99000,99000
ITM000188,ORD000110,PRD073,2,79000,158000
ITM000189,ORD000111,PRD275,1,329000,329000
ITM000190,ORD000111,PRD094,1,89000,89000
ITM000191,ORD000111,PRD053,2,49000,98000
ITM000192,ORD000112,PRD119,2,279000,558000
ITM000193,ORD000112,PRD277,2,129000,258000
ITM000194,ORD000112,PRD125,1,279000,279000
ITM000195,ORD000113,PRD220,1,329000,329000
ITM000196,ORD000113,PRD207,3,199000,597000
ITM000197,ORD000114,PRD193,1,179000,179000
ITM000198,ORD000114,PRD277,1,129000,129000
ITM000199,ORD000115,PRD054,1,549000,549000
ITM000200,ORD000116,PRD234,2,199000,398000
ITM000201,ORD000117,PRD082,1,229000,229000
ITM000202,ORD000118,PRD129,3,79000,237000
ITM000203,ORD000118,PRD260,1,79000,79000
ITM000204,ORD000119,PRD019,1,119000,119000
ITM000205,ORD000119,PRD226,2,449000,898000
ITM000206,ORD000120,PRD033,1,199000,199000
ITM000207,ORD000121,PRD079,2,499000,998000
ITM000208,ORD000122,PRD189,1,399000,399000
ITM000209,ORD000122,PRD027,2,229000,458000
ITM000210,ORD000123,PRD144,2,59000,118000
ITM000211,ORD000124,PRD127,1,199000,199000
ITM000212,ORD000125,PRD168,1,79000,79000
ITM000213,ORD000125,PRD096,1,69000,69000
ITM000214,ORD000126,PRD176,1,599000,599000
ITM000215,ORD000126,PRD272,1,249000,249000
ITM000216,ORD000127,PRD165,2,129000,258000
ITM000217,ORD000128,PRD039,2,399000,798000
ITM000218,ORD000128,PRD058,1,299000,299000
ITM000219,ORD000129,PRD233,1,49000,49000
ITM000220,ORD000130,PRD122,1,119000,119000
ITM000221,ORD000130,PRD219,1,229000,229000
ITM000222,ORD000131,PRD063,1,89000,89000
ITM000223,ORD000131,PRD269,1,329000,329000
ITM000224,ORD000132,PRD084,2,69000,138000
ITM000225,ORD000133,PRD276,1,329000,329000
ITM000226,ORD000133,PRD227,2,99000,198000
ITM000227,ORD000134,PRD148,1,449000,449000
ITM000228,ORD000135,PRD118,1,349000,349000
ITM000229,ORD000136,PRD247,1,179000,179000
ITM000230,ORD000137,PRD252,3,49000,147000
ITM000231,ORD000137,PRD074,1,449000,449000
ITM000232,ORD000137,PRD256,2,49000,98000
ITM000233,ORD000138,PRD086,1,329000,329000
ITM000234,ORD000138,PRD189,2,399000,798000
ITM000235,ORD000139,PRD004,1,199000,199000
ITM000236,ORD000139,PRD157,1,69000,69000
ITM000237,ORD000139,PRD048,2,69000,138000
ITM000238,ORD000140,PRD045,1,49000,49000
ITM000239,ORD000141,PRD017,1,149000,149000
ITM000240,ORD000141,PRD167,1,149000,149000
ITM000241,ORD000142,PRD226,3,449000,1347000
ITM000242,ORD000143,PRD015,1,449000,449000
ITM000243,ORD000143,PRD167,1,149000,149000
ITM000244,ORD000143,PRD094,1,89000,89000
ITM000245,ORD000144,PRD121,1,89000,89000
ITM000246,ORD000144,PRD284,1,399000,399000
ITM000247,ORD000145,PRD253,1,399000,399000
ITM000248,ORD000146,PRD060,2,549000,1098000
ITM000249,ORD000146,PRD093,1,279000,279000
ITM000250,ORD000147,PRD270,1,349000,349000
ITM000251,ORD000147,PRD255,1,179000,179000
ITM000252,ORD000148,PRD187,1,49000,49000
ITM000253,ORD000149,PRD258,1,129000,129000
ITM000254,ORD000150,PRD032,1,99000,99000
ITM000255,ORD000150,PRD021,1,549000,549000
ITM000256,ORD000151,PRD293,2,249000,498000
ITM000257,ORD000151,PRD048,1,69000,69000
ITM000258,ORD000151,PRD012,1,599000,599000
ITM000259,ORD000152,PRD101,2,279000,558000
ITM000260,ORD000153,PRD078,1,99000,99000
ITM000261,ORD000154,PRD067,2,549000,1098000
ITM000262,ORD000155,PRD293,1,249000,249000
ITM000263,ORD000156,PRD047,1,329000,329000
ITM000264,ORD000157,PRD066,1,349000,349000
ITM000265,ORD000158,PRD292,2,129000,258000
ITM000266,ORD000158,PRD177,1,449000,449000
ITM000267,ORD000158,PRD066,2,349000,698000
ITM000268,ORD000159,PRD067,1,549000,549000
ITM000269,ORD000160,PRD031,1,69000,69000
ITM000270,ORD000161,PRD055,1,129000,129000
ITM000271,ORD000162,PRD289,1,79000,79000
ITM000272,ORD000162,PRD232,2,49000,98000
ITM000273,ORD000162,PRD189,1,399000,399000
ITM000274,ORD000163,PRD002,1,329000,329000
ITM000275,ORD000164,PRD231,1,179000,179000
ITM000276,ORD000165,PRD076,1,199000,199000
ITM000277,ORD000166,PRD118,1,349000,349000
ITM000278,ORD000167,PRD290,1,279000,279000
ITM000279,ORD000168,PRD103,1,499000,499000
ITM000280,ORD000168,PRD207,2,199000,398000
ITM000281,ORD000169,PRD244,1,49000,49000
ITM000282,ORD000169,PRD010,3,99000,297000
ITM000283,ORD000170,PRD240,1,69000,69000
ITM000284,ORD000171,PRD162,1,119000,119000
ITM000285,ORD000171,PRD128,1,279000,279000
ITM000286,ORD000172,PRD271,3,129000,387000
ITM000287,ORD000173,PRD211,2,329000,658000
ITM000288,ORD000174,PRD224,1,89000,89000
ITM000289,ORD000174,PRD094,1,89000,89000
ITM000290,ORD000175,PRD221,2,119000,238000
ITM000291,ORD000176,PRD082,1,229000,229000
ITM000292,ORD000177,PRD190,1,129000,129000
ITM000293,ORD000178,PRD012,1,599000,599000
ITM000294,ORD000179,PRD134,1,129000,129000
ITM000295,ORD000179,PRD156,2,99000,198000
ITM000296,ORD000179,PRD274,1,229000,229000
ITM000297,ORD000180,PRD032,1,99000,99000
ITM000298,ORD000180,PRD014,1,449000,449000
ITM000299,ORD000181,PRD044,1,279000,279000
ITM000300,ORD000181,PRD081,1,229000,229000
ITM000301,ORD000182,PRD245,1,129000,129000
ITM000302,ORD000182,PRD026,1,179000,179000
ITM000303,ORD000183,PRD284,1,399000,399000
ITM000304,ORD000184,PRD145,1,229000,229000
ITM000305,ORD000184,PRD193,1,179000,179000
ITM000306,ORD000184,PRD197,2,199000,398000
ITM000307,ORD000185,PRD183,1,119000,119000
ITM000308,ORD000186,PRD224,3,89000,267000
ITM000309,ORD000186,PRD071,1,99000,99000
ITM000310,ORD000187,PRD128,3,279000,837000
ITM000311,ORD000187,PRD184,2,199000,398000
ITM000312,ORD000187,PRD084,1,69000,69000
ITM000313,ORD000188,PRD171,2,129000,258000
ITM000314,ORD000189,PRD099,1,79000,79000
ITM000315,ORD000189,PRD149,2,549000,1098000
ITM000316,ORD000190,PRD022,1,299000,299000
ITM000317,ORD000190,PRD280,2,229000,458000
ITM000318,ORD000191,PRD095,2,89000,178000
ITM000319,ORD000191,PRD202,1,249000,249000
ITM000320,ORD000191,PRD193,1,179000,179000
ITM000321,ORD000192,PRD047,1,329000,329000
ITM000322,ORD000193,PRD245,1,129000,129000
ITM000323,ORD000193,PRD185,2,599000,1198000
ITM000324,ORD000194,PRD285,1,499000,499000
ITM000325,ORD000194,PRD203,1,59000,59000
ITM000326,ORD000195,PRD294,1,229000,229000
ITM000327,ORD000196,PRD255,1,179000,179000
ITM000328,ORD000197,PRD231,2,179000,358000
ITM000329,ORD000198,PRD067,1,549000,549000
ITM000330,ORD000198,PRD095,1,89000,89000
ITM000331,ORD000198,PRD215,1,89000,89000
ITM000332,ORD000199,PRD078,1,99000,99000
ITM000333,ORD000200,PRD054,1,549000,549000
ITM000334,ORD000201,PRD056,1,229000,229000
ITM000335,ORD000201,PRD243,3,279000,837000
ITM000336,ORD000202,PRD007,1,119000,119000
ITM000337,ORD000202,PRD140,3,179000,537000
ITM000338,ORD000203,PRD118,1,349000,349000
ITM000339,ORD000203,PRD246,1,399000,399000
ITM000340,ORD000204,PRD264,1,79000,79000
ITM000341,ORD000205,PRD189,1,399000,399000
ITM000342,ORD000206,PRD276,1,329000,329000
ITM000343,ORD000207,PRD151,1,249000,249000
ITM000344,ORD000208,PRD007,1,119000,119000
ITM000345,ORD000209,PRD167,2,149000,298000
ITM000346,ORD000209,PRD280,1,229000,229000
ITM000347,ORD000209,PRD258,2,129000,258000
ITM000348,ORD000210,PRD147,1,349000,349000
ITM000349,ORD000211,PRD274,2,229000,458000
ITM000350,ORD000212,PRD165,1,129000,129000
ITM000351,ORD000212,PRD124,1,179000,179000
ITM000352,ORD000212,PRD064,1,449000,449000
ITM000353,ORD000213,PRD032,3,99000,297000
ITM000354,ORD000213,PRD157,1,69000,69000
ITM000355,ORD000214,PRD277,1,129000,129000
ITM000356,ORD000214,PRD196,1,449000,449000
ITM000357,ORD000215,PRD282,1,149000,149000
ITM000358,ORD000215,PRD256,2,49000,98000
ITM000359,ORD000215,PRD016,2,89000,178000
ITM000360,ORD000216,PRD060,1,549000,549000
ITM000361,ORD000217,PRD286,1,49000,49000
ITM000362,ORD000217,PRD247,1,179000,179000
ITM000363,ORD000218,PRD125,2,279000,558000
ITM000364,ORD000218,PRD044,2,279000,558000
ITM000365,ORD000218,PRD262,1,99000,99000
ITM000366,ORD000219,PRD051,1,399000,399000
ITM000367,ORD000219,PRD018,1,299000,299000
ITM000368,ORD000220,PRD195,2,149000,298000
ITM000369,ORD000220,PRD225,1,399000,399000
ITM000370,ORD000221,PRD045,1,49000,49000
ITM000371,ORD000222,PRD241,1,79000,79000
ITM000372,ORD000222,PRD022,1,299000,299000
ITM000373,ORD000223,PRD082,1,229000,229000
ITM000374,ORD000223,PRD199,2,69000,138000
ITM000375,ORD000224,PRD038,1,299000,299000
ITM000376,ORD000225,PRD068,1,129000,129000
ITM000377,ORD000225,PRD221,3,119000,357000
ITM000378,ORD000225,PRD184,1,199000,199000
ITM000379,ORD000226,PRD038,1,299000,299000
ITM000380,ORD000226,PRD237,1,199000,199000
ITM000381,ORD000226,PRD185,3,599000,1797000
ITM000382,ORD000227,PRD283,1,249000,249000
ITM000383,ORD000228,PRD136,1,119000,119000
ITM000384,ORD000228,PRD188,1,69000,69000
ITM000385,ORD000229,PRD065,1,249000,249000
ITM000386,ORD000229,PRD188,1,69000,69000
ITM000387,ORD000230,PRD109,2,599000,1198000
ITM000388,ORD000231,PRD265,1,329000,329000
ITM000389,ORD000232,PRD004,1,199000,199000
ITM000390,ORD000232,PRD247,2,179000,358000
ITM000391,ORD000233,PRD056,1,229000,229000
ITM000392,ORD000233,PRD045,1,49000,49000
ITM000393,ORD000233,PRD162,2,119000,238000
ITM000394,ORD000234,PRD008,3,549000,1647000
ITM000395,ORD000234,PRD003,1,349000,349000
ITM000396,ORD000235,PRD291,1,499000,499000
ITM000397,ORD000235,PRD268,1,599000,599000
ITM000398,ORD000236,PRD264,1,79000,79000
ITM000399,ORD000236,PRD073,1,79000,79000
ITM000400,ORD000236,PRD243,1,279000,279000
ITM000401,ORD000237,PRD152,1,59000,59000
ITM000402,ORD000238,PRD140,3,179000,537000
ITM000403,ORD000239,PRD281,3,149000,447000
ITM000404,ORD000239,PRD156,1,99000,99000
ITM000405,ORD000240,PRD172,1,59000,59000
ITM000406,ORD000241,PRD253,1,399000,399000
ITM000407,ORD000242,PRD073,2,79000,158000
ITM000408,ORD000242,PRD169,1,179000,179000
ITM000409,ORD000243,PRD138,1,79000,79000
ITM000410,ORD000244,PRD026,1,179000,179000
ITM000411,ORD000245,PRD227,1,99000,99000
ITM000412,ORD000246,PRD034,1,279000,279000
ITM000413,ORD000247,PRD065,2,249000,498000
ITM000414,ORD000248,PRD114,3,199000,597000
ITM000415,ORD000249,PRD209,3,249000,747000
ITM000416,ORD000250,PRD023,2,149000,298000
ITM000417,ORD000251,PRD192,1,229000,229000
ITM000418,ORD000251,PRD116,1,299000,299000
ITM000419,ORD000252,PRD195,1,149000,149000
ITM000420,ORD000253,PRD113,1,499000,499000
ITM000421,ORD000253,PRD114,2,199000,398000
ITM000422,ORD000254,PRD212,1,499000,499000
ITM000423,ORD000254,PRD262,1,99000,99000
ITM000424,ORD000255,PRD234,1,199000,199000
ITM000425,ORD000256,PRD217,1,129000,129000
ITM000426,ORD000256,PRD160,1,79000,79000
ITM000427,ORD000257,PRD237,3,199000,597000
ITM000428,ORD000258,PRD004,1,199000,199000
ITM000429,ORD000258,PRD093,1,279000,279000
ITM000430,ORD000259,PRD058,1,299000,299000
ITM000431,ORD000260,PRD196,1,449000,449000
ITM000432,ORD000260,PRD285,1,499000,499000
ITM000433,ORD000261,PRD080,1,329000,329000
ITM000434,ORD000262,PRD245,1,129000,129000
ITM000435,ORD000263,PRD109,1,599000,599000
ITM000436,ORD000263,PRD068,1,129000,129000
ITM000437,ORD000263,PRD269,3,329000,987000
ITM000438,ORD000264,PRD026,2,179000,358000
ITM000439,ORD000264,PRD142,1,199000,199000
ITM000440,ORD000265,PRD258,1,129000,129000
ITM000441,ORD000265,PRD048,2,69000,138000
ITM000442,ORD000266,PRD183,1,119000,119000
ITM000443,ORD000267,PRD038,1,299000,299000
ITM000444,ORD000267,PRD241,2,79000,158000
ITM000445,ORD000268,PRD199,1,69000,69000
ITM000446,ORD000269,PRD202,1,249000,249000
ITM000447,ORD000269,PRD236,1,59000,59000
ITM000448,ORD000269,PRD021,2,549000,1098000
ITM000449,ORD000270,PRD101,1,279000,279000
ITM000450,ORD000271,PRD087,1,399000,399000
ITM000451,ORD000272,PRD285,1,499000,499000
ITM000452,ORD000272,PRD165,1,129000,129000
ITM000453,ORD000272,PRD137,1,119000,119000
ITM000454,ORD000273,PRD160,2,79000,158000
ITM000455,ORD000274,PRD145,3,229000,687000
ITM000456,ORD000274,PRD236,1,59000,59000
ITM000457,ORD000275,PRD271,1,129000,129000
ITM000458,ORD000275,PRD256,3,49000,147000
ITM000459,ORD000275,PRD208,1,329000,329000
ITM000460,ORD000276,PRD138,1,79000,79000
ITM000461,ORD000276,PRD172,1,59000,59000
ITM000462,ORD000276,PRD103,1,499000,499000
ITM000463,ORD000277,PRD041,1,199000,199000
ITM000464,ORD000278,PRD166,1,549000,549000
ITM000465,ORD000278,PRD191,1,49000,49000
ITM000466,ORD000279,PRD137,1,119000,119000
ITM000467,ORD000279,PRD093,2,279000,558000
ITM000468,ORD000279,PRD198,1,149000,149000
ITM000469,ORD000280,PRD159,1,89000,89000
ITM000470,ORD000281,PRD063,1,89000,89000
ITM000471,ORD000282,PRD163,1,119000,119000
ITM000472,ORD000282,PRD081,2,229000,458000
ITM000473,ORD000283,PRD058,1,299000,299000
ITM000474,ORD000284,PRD228,1,399000,399000
ITM000475,ORD000285,PRD183,2,119000,238000
ITM000476,ORD000285,PRD079,1,499000,499000
ITM000477,ORD000285,PRD225,2,399000,798000
ITM000478,ORD000286,PRD100,1,79000,79000
ITM000479,ORD000286,PRD062,1,129000,129000
ITM000480,ORD000286,PRD218,3,199000,597000
ITM000481,ORD000287,PRD194,1,119000,119000
ITM000482,ORD000288,PRD066,1,349000,349000
ITM000483,ORD000289,PRD117,2,49000,98000
ITM000484,ORD000289,PRD098,1,299000,299000
ITM000485,ORD000290,PRD241,2,79000,158000
ITM000486,ORD000290,PRD204,1,69000,69000
ITM000487,ORD000290,PRD047,1,329000,329000
ITM000488,ORD000291,PRD064,1,449000,449000
ITM000489,ORD000292,PRD135,2,149000,298000
ITM000490,ORD000292,PRD274,1,229000,229000
ITM000491,ORD000292,PRD133,1,399000,399000
ITM000492,ORD000293,PRD150,3,89000,267000
ITM000493,ORD000293,PRD130,1,229000,229000
ITM000494,ORD000294,PRD030,1,199000,199000
ITM000495,ORD000295,PRD246,1,399000,399000
ITM000496,ORD000295,PRD126,1,279000,279000
ITM000497,ORD000296,PRD157,1,69000,69000
ITM000498,ORD000296,PRD063,1,89000,89000
ITM000499,ORD000297,PRD188,1,69000,69000
ITM000500,ORD000298,PRD138,1,79000,79000
ITM000501,ORD000299,PRD165,1,129000,129000
ITM000502,ORD000300,PRD255,1,179000,179000
ITM000503,ORD000301,PRD233,1,49000,49000
ITM000504,ORD000301,PRD208,3,329000,987000
ITM000505,ORD000302,PRD200,1,499000,499000
ITM000506,ORD000303,PRD293,1,249000,249000
ITM000507,ORD000303,PRD159,1,89000,89000
ITM000508,ORD000304,PRD036,1,299000,299000
ITM000509,ORD000305,PRD216,3,199000,597000
ITM000510,ORD000306,PRD046,1,199000,199000
ITM000511,ORD000307,PRD020,1,59000,59000
ITM000512,ORD000308,PRD165,1,129000,129000
ITM000513,ORD000309,PRD154,1,119000,119000
ITM000514,ORD000310,PRD127,3,199000,597000
ITM000515,ORD000310,PRD153,2,179000,358000
ITM000516,ORD000311,PRD126,2,279000,558000
ITM000517,ORD000311,PRD125,2,279000,558000
ITM000518,ORD000312,PRD075,1,499000,499000
ITM000519,ORD000312,PRD115,1,399000,399000
ITM000520,ORD000313,PRD139,1,599000,599000
ITM000521,ORD000313,PRD052,1,399000,399000
ITM000522,ORD000314,PRD147,1,349000,349000
ITM000523,ORD000315,PRD156,1,99000,99000
ITM000524,ORD000316,PRD171,1,129000,129000
ITM000525,ORD000316,PRD202,1,249000,249000
ITM000526,ORD000316,PRD183,1,119000,119000
ITM000527,ORD000317,PRD036,1,299000,299000
ITM000528,ORD000318,PRD152,2,59000,118000
ITM000529,ORD000318,PRD094,1,89000,89000
ITM000530,ORD000318,PRD098,1,299000,299000
ITM000531,ORD000319,PRD213,1,199000,199000
ITM000532,ORD000319,PRD259,1,599000,599000
ITM000533,ORD000320,PRD196,1,449000,449000
ITM000534,ORD000320,PRD299,2,399000,798000
ITM000535,ORD000320,PRD026,1,179000,179000
ITM000536,ORD000321,PRD117,1,49000,49000
ITM000537,ORD000322,PRD082,1,229000,229000
ITM000538,ORD000323,PRD130,1,229000,229000
ITM000539,ORD000324,PRD245,1,129000,129000
ITM000540,ORD000325,PRD285,2,499000,998000
ITM000541,ORD000325,PRD133,1,399000,399000
ITM000542,ORD000326,PRD233,1,49000,49000
ITM000543,ORD000327,PRD280,1,229000,229000
ITM000544,ORD000328,PRD094,1,89000,89000
ITM000545,ORD000328,PRD136,1,119000,119000
ITM000546,ORD000329,PRD080,1,329000,329000
ITM000547,ORD000330,PRD097,1,49000,49000
ITM000548,ORD000331,PRD178,3,249000,747000
ITM000549,ORD000332,PRD116,1,299000,299000
ITM000550,ORD000332,PRD078,1,99000,99000
ITM000551,ORD000333,PRD199,1,69000,69000
ITM000552,ORD000333,PRD131,1,99000,99000
ITM000553,ORD000333,PRD128,1,279000,279000
ITM000554,ORD000334,PRD099,1,79000,79000
ITM000555,ORD000334,PRD100,2,79000,158000
ITM000556,ORD000334,PRD001,1,599000,599000
